ORGANIZATION_NAME,SECTOR,OCCUPIED_BEDS,UNOCCUPIED_BEDS
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
YMCA of Greater Toronto,Youth,40,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,112,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,111,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,110,0
Homes First Society,Mixed Adult,108,0
Homes First Society,Mixed Adult,108,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,74,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,73,0
Homes First Society,Men,72,0
Homes First Society,Men,72,0
Homes First Society,Men,72,0
Homes First Society,Men,72,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,66,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,65,0
Homes First Society,Women,63,0
Homes First Society,Women,63,0
Homes First Society,Women,63,0
Homes First Society,Women,63,0
Homes First Society,Women,63,0
Homes First Society,Women,63,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,34,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
Homes First Society,Men,33,0
City of Toronto,Mixed Adult,35,0
City of Toronto,Mixed Adult,35,0
City of Toronto,Mixed Adult,35,0
City of Toronto,Mixed Adult,35,0
City of Toronto,Mixed Adult,35,0
City of Toronto,Mixed Adult,35,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
Eva's Initiatives,Youth,50,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
City of Toronto,Men,48,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Fred Victor Centre,Mixed Adult,69,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Cornerstone Place,Men,28,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,45,0
Horizon for Youth,Youth,44,0
Horizon for Youth,Youth,44,0
Horizon for Youth,Youth,44,0
Horizon for Youth,Youth,44,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Christie Ossington Neighbourhood Centre,Men,30,0
Na-Me-Res (Native Men's Residence),Men,17,0
Na-Me-Res (Native Men's Residence),Men,17,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Na-Me-Res (Native Men's Residence),Men,54,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Fred Victor Centre,Women,36,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Sistering: A Women's Place,Women,16,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
Christie Ossington Neighbourhood Centre,Men,42,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
St. Felix Social Ministries Outreach,Mixed Adult,72,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,150,0
Fred Victor Centre,Mixed Adult,150,0
Dixon Hall,Mixed Adult,149,0
Dixon Hall,Mixed Adult,149,0
Dixon Hall,Mixed Adult,149,0
Dixon Hall,Mixed Adult,149,0
Dixon Hall,Mixed Adult,149,0
Dixon Hall,Mixed Adult,148,0
Dixon Hall,Mixed Adult,147,0
Fred Victor Centre,Mixed Adult,145,0
Dixon Hall,Mixed Adult,139,0
Dixon Hall,Mixed Adult,120,0
Dixon Hall,Mixed Adult,120,0
Dixon Hall,Mixed Adult,120,0
Fred Victor Centre,Mixed Adult,120,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Fred Victor Centre,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Dixon Hall,Mixed Adult,119,0
Fred Victor Centre,Mixed Adult,112,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
Fred Victor Centre,Mixed Adult,70,0
