YEAR BUILT,PROPERTY TYPE,LATITUDE,LONGITUDE,COSMETIC,HIGH,MODERATE,OVERALL
1952,PRIVATE,43.736271595,-79.44053564,2.8,2.7,2.5,87
1952,PRIVATE,43.6972925811,-79.3074870563,2.6,2.6,2.5,87
1953,PRIVATE,43.720599618,-79.432904389,2.9,2.5,2.5,87
1954,PRIVATE,43.736711483,-79.48501293,2.3,2.7,2.6,87
1954,PRIVATE,43.639915398,-79.487892324,2.2,2.5,2.6,87
1954,PRIVATE,43.688072015,-79.49346772,2.7,2.5,2.7,87
1954,PRIVATE,43.721608166,-79.433253871,2.9,2.5,2.5,87
1954,TCHC,43.710473457,-79.391890313,2.6,2.6,2.4,87
1955,PRIVATE,43.698890166,-79.434016941,2.7,2.7,2.5,87
1955,PRIVATE,43.602995898,-79.496118686,2.7,2.5,2.7,87
1955,PRIVATE,43.694335654,-79.397560276,2.6,2.7,2.4,87
1955,PRIVATE,43.7022080434,-79.4400323266,2.4,2.7,2.6,87
1956,PRIVATE,43.635394732,-79.434902995,2.8,2.6,2.5,87
1956,PRIVATE,43.7308801884,-79.4368395679,3,2.5,2.7,87
1957,TCHC,43.718556251,-79.448139298,1.7,2.8,2.5,87
1957,PRIVATE,43.650311347,-79.498551935,2.3,2.6,2.7,87
1957,PRIVATE,43.738720321,-79.419728517,2.9,2.5,2.5,87
1957,PRIVATE,43.6403890443,-79.4907013619,2.7,2.6,2.6,87
1957,PRIVATE,43.599991834,-79.513558562,2.8,2.8,2.3,87
1957,PRIVATE,43.6832687554,-79.4730881792,2,2.9,2.4,87
1957,PRIVATE,43.7031541679,-79.4167347676,2.7,2.7,2.5,87
1958,PRIVATE,43.683484114,-79.47262798,2,2.6,2.7,87
1959,PRIVATE,43.634373643,-79.435343202,2.5,2.5,2.7,87
1959,PRIVATE,43.6856691737,-79.4040338654,2.4,2.8,2.3,87
1960,PRIVATE,43.651525801,-79.563206088,2.7,2.7,2.3,87
1960,PRIVATE,43.723405179,-79.431085116,2.8,2.7,2.5,87
1960,PRIVATE,43.7217833444,-79.5027970015,2.9,2.5,2.7,87
1960,PRIVATE,43.700640322,-79.406500628,2.3,2.7,2.6,87
1960,PRIVATE,43.7308134722,-79.4346272545,2.4,2.7,2.7,87
1960,PRIVATE,43.7189166403,-79.5582979655,2.8,2.5,2.7,87
1960,PRIVATE,43.703726864,-79.423164634,2.8,2.4,2.9,87
1960,PRIVATE,43.635459046,-79.435749561,2,2.9,2.3,87
1960,PRIVATE,43.733381348,-79.432711537,2.2,2.6,2.7,87
1960,PRIVATE,43.637063036,-79.429190138,2.6,2.8,2.3,87
1960,PRIVATE,43.781329305,-79.352683264,2.7,2.5,2.6,87
1960,PRIVATE,43.736228569,-79.446122884,2.8,2.7,2.4,87
1960,PRIVATE,43.729552423,-79.470558722,2.8,2.6,2.6,87
1960,PRIVATE,43.668460296,-79.379959886,2.6,2.5,2.7,87
1960,PRIVATE,43.736202426,-79.34939102,2.9,2.7,2.4,87
1960,PRIVATE,43.6851205,-79.4220842022,2,2.7,2.6,87
1960,PRIVATE,43.731153894,-79.463467697,2.9,2.5,2.9,87
1960,PRIVATE,43.7415452404,-79.2234208704,2.5,2.5,2.7,87
1960,PRIVATE,43.7269029771,-79.3160560854,2.2,2.7,2.6,87
1960,PRIVATE,43.7361423501,-79.3497718848,1.8,2.9,2.3,87
1960,PRIVATE,43.589021479,-79.544011345,2.6,2.7,2.4,87
1960,PRIVATE,43.5997458878,-79.5057809161,2.7,2.8,2.3,87
1961,PRIVATE,43.705350718,-79.424543299,2.7,2.6,2.4,87
1961,PRIVATE,43.7611151725,-79.3287829754,2.8,2.7,2.5,87
1962,PRIVATE,43.701514098,-79.375044873,2.3,2.3,2.9,87
1962,TCHC,43.698524498,-79.311523697,2.7,2.6,2.6,87
1962,PRIVATE,43.7198931386,-79.5585311012,2.3,2.5,2.8,87
1962,PRIVATE,43.761230364,-79.335262791,2.7,2.7,2.5,87
1963,PRIVATE,43.667962528,-79.382564773,2.8,2.6,2.5,87
1963,PRIVATE,43.707356219,-79.485039044,1.9,2.7,2.5,87
1963,PRIVATE,43.752562676,-79.405982257,2.9,2.7,2.5,87
1963,PRIVATE,43.683647113,-79.421464138,2.5,2.9,2.1,87
1963,PRIVATE,43.731243504,-79.483577026,2.6,2.7,2.4,87
1964,TCHC,43.705953312,-79.279044598,2.7,2.6,2.4,87
1965,PRIVATE,43.670080063,-79.405495723,2.6,2.6,2.4,87
1965,PRIVATE,43.706292347,-79.422652894,3,2.6,2.5,87
1965,PRIVATE,43.727892233,-79.482900508,2.5,2.7,2.6,87
1965,PRIVATE,43.644918456,-79.435885913,2.6,2.6,2.5,87
1965,PRIVATE,43.6378421454,-79.5644587873,1.8,2.7,2.5,87
1966,PRIVATE,43.639991225,-79.443670642,2.5,2.7,2.5,87
1966,PRIVATE,43.743508705,-79.31620178,2,2.8,2.6,87
1966,PRIVATE,43.743508705,-79.31620178,2.7,2.6,2.6,87
1967,PRIVATE,43.685440312,-79.420922917,2.5,2.8,2.4,87
1967,SOCIAL HOUSING,43.665354191,-79.344850167,2.7,2.7,2.5,87
1967,TCHC,43.7155652564,-79.3046724013,2.5,2.7,2.4,87
1967,PRIVATE,43.771328409,-79.45270965,2.8,2.5,2.6,87
1968,PRIVATE,43.658994583,-79.430040338,2.7,2.7,2.5,87
1968,PRIVATE,43.7206243827,-79.4802007293,2.9,2.6,2.5,87
1968,PRIVATE,43.6373133386,-79.564053632,2.6,2.6,2.5,87
1968,PRIVATE,43.730125607,-79.509778711,2.8,2.5,2.6,87
1969,PRIVATE,43.6708658247,-79.3728064407,2.7,2.7,2.5,87
1969,PRIVATE,43.740721248,-79.240407141,2.8,2.5,2.7,87
1969,PRIVATE,43.672709905,-79.40239631,2.5,2.8,2.3,87
1970,PRIVATE,43.7639678832,-79.2032064832,2.7,2.7,2.3,87
1970,PRIVATE,43.7613537582,-79.3264582333,2.9,2.5,2.7,87
1970,PRIVATE,43.768469253,-79.382764906,2.2,2.7,2.6,87
1970,PRIVATE,43.6989642067,-79.2987112919,2.5,2.7,2.4,87
1970,PRIVATE,43.6991544673,-79.2978100309,2.7,2.8,2.5,87
1970,TCHC,43.759551821,-79.230166356,2.6,2.5,2.7,87
1970,PRIVATE,43.6893077444,-79.4610170083,2.7,2.6,2.7,87
1970,PRIVATE,43.688192794,-79.300317187,2.9,2.7,2.6,87
1971,PRIVATE,43.634431422,-79.433898529,2.3,2.8,2.4,87
1971,PRIVATE,43.6983104689,-79.2983347125,2.5,2.7,2.5,87
1972,PRIVATE,43.662298271,-79.381321604,2.6,2.7,2.4,87
1972,PRIVATE,43.751648415,-79.513392929,2.6,2.5,2.8,87
1972,TCHC,43.663061381,-79.357756445,2.6,2.7,2.5,87
1974,TCHC,43.701879441,-79.441477074,2.7,2.5,2.6,87
1974,TCHC,43.697803447,-79.499827299,2.6,2.8,2.4,87
1974,PRIVATE,43.709758914,-79.401471688,2.9,2.5,2.9,87
1978,TCHC,43.656270453,-79.393755636,2.5,2.6,2.6,87
1979,PRIVATE,43.664890999,-79.383181646,2.4,2.7,2.4,87
1983,TCHC,43.654312877,-79.374349898,2.7,2.7,2.4,87
1984,SOCIAL HOUSING,43.7316900072,-79.6148713323,2.5,2.9,2.3,87
1988,TCHC,43.681226942,-79.329929684,2.7,2.6,2.6,87
1991,SOCIAL HOUSING,43.65866838,-79.370171342,2.6,2.6,2.6,87
1992,SOCIAL HOUSING,43.739908753,-79.423981761,2.6,2.7,2.5,87
1992,SOCIAL HOUSING,43.655863811,-79.455984017,2.5,2.8,2.5,87
1992,TCHC,43.6366819,-79.428977749,2.5,2.7,2.5,87
1994,SOCIAL HOUSING,43.7061669759,-79.4914250122,2.7,2.8,2.4,87
1996,SOCIAL HOUSING,43.6796722353,-79.4718686985,2.7,2.6,2.5,87
1997,SOCIAL HOUSING,43.647312711,-79.372960844,2.7,2.6,2.6,87
2004,PRIVATE,43.670003806,-79.397710763,2.6,2.8,2.4,87
2004,SOCIAL HOUSING,43.690476097,-79.342379981,2.7,2.5,2.7,87
2008,TCHC,43.740025128,-79.509714967,2.7,2.5,2.7,87
2011,SOCIAL HOUSING,43.656497402,-79.385911624,2.6,2.8,2.3,87
1900,SOCIAL HOUSING,43.653659388,-79.372693049,2.7,2.6,2.6,88
1911,PRIVATE,43.715984211,-79.377543115,1.5,2.9,2.4,88
1912,PRIVATE,43.654933053,-79.417334374,2.8,2.8,2.5,88
1915,PRIVATE,43.692623122,-79.48295506,2.8,2.7,2.6,88
1920,PRIVATE,43.6767157275,-79.303971101,2.8,2.5,2.7,88
1920,PRIVATE,43.6694252933,-79.3057875382,2.4,2.8,2.5,88
1920,PRIVATE,43.67317576,-79.283928255,2.3,2.6,2.6,88
1920,PRIVATE,43.673119009,-79.284093491,2.3,2.6,2.6,88
1920,PRIVATE,43.68860968,-79.411762942,2.7,2.6,2.7,88
1926,PRIVATE,43.6857351417,-79.419761989,2.8,3,2.3,88
1927,PRIVATE,43.689202016,-79.411218672,2.9,2.5,2.7,88
1930,PRIVATE,43.658966191,-79.373018745,2.9,2.5,2.7,88
1930,PRIVATE,43.713477488,-79.398290281,2.8,2.6,2.6,88
1931,PRIVATE,43.638806754,-79.430181055,2.3,2.6,2.7,88
1937,PRIVATE,43.687792561,-79.397433948,2.7,2.6,2.6,88
1940,SOCIAL HOUSING,43.6831736405,-79.3030579348,2.2,2.7,2.6,88
1940,PRIVATE,43.6783240562,-79.2996212727,2.6,2.5,2.7,88
1940,PRIVATE,43.667324785,-79.380970345,2.3,2.8,2.4,88
1948,PRIVATE,43.687855329,-79.420634096,2.7,2.6,2.7,88
1950,PRIVATE,43.7112636498,-79.4790421102,2.9,2.8,2.5,88
1950,PRIVATE,43.690864521,-79.265477585,2.5,2.6,2.6,88
1950,PRIVATE,43.7388622795,-79.3416192822,2.4,2.7,2.6,88
1950,PRIVATE,43.6528825044,-79.4321278569,2.6,2.5,2.8,88
1950,PRIVATE,43.7191723913,-79.4799616805,2.8,2.8,2.2,88
1952,PRIVATE,43.6090707341,-79.4891854143,2.8,2.5,2.9,88
1952,PRIVATE,43.736611247,-79.439571975,2.8,2.8,2.5,88
1953,PRIVATE,43.711837182,-79.30756275,2.8,2.6,2.7,88
1953,PRIVATE,43.703301637,-79.310988273,2,2.6,2.7,88
1954,PRIVATE,43.706282345,-79.294579639,2.7,2.6,2.7,88
1954,PRIVATE,43.638029511,-79.486511692,2.8,2.4,2.9,88
1954,PRIVATE,43.735338064,-79.484558662,2,2.8,2.5,88
1955,PRIVATE,43.7088608349,-79.38577257,2.5,2.7,2.5,88
1955,PRIVATE,43.743032843,-79.282508325,2,2.7,2.5,88
1955,PRIVATE,43.721361345,-79.480340632,2.6,2.8,2.3,88
1955,PRIVATE,43.6020354915,-79.5156367545,2.9,2.8,2.6,88
1956,PRIVATE,43.711364802,-79.392506301,2.7,2.5,2.9,88
1956,PRIVATE,43.6820736311,-79.4253515948,2,2.7,2.7,88
1956,PRIVATE,43.635353724,-79.49124561,2.7,2.7,2.5,88
1956,PRIVATE,43.689446313,-79.402029991,2.7,2.6,2.6,88
1957,PRIVATE,43.595621058,-79.522939657,2.8,2.5,2.7,88
1957,PRIVATE,43.752739742,-79.261076892,2.6,2.7,2.5,88
1957,PRIVATE,43.602708263,-79.49309471,2.8,2.6,2.7,88
1957,PRIVATE,43.701174315,-79.376076924,2.8,2.5,2.7,88
1957,PRIVATE,43.637859002,-79.429456974,2.5,2.6,2.6,88
1957,PRIVATE,43.689882743,-79.435179809,2.4,2.7,2.7,88
1957,PRIVATE,43.687301393,-79.402324341,2.9,2.5,2.9,88
1958,PRIVATE,43.7270708607,-79.3014572881,3,2.6,2.7,88
1958,PRIVATE,43.6770057778,-79.3030883867,2.7,2.5,2.7,88
1958,PRIVATE,43.723478516,-79.266025658,2.8,2.6,2.6,88
1958,PRIVATE,43.729743761,-79.275420911,2.5,2.6,2.7,88
1959,PRIVATE,43.6856691737,-79.4040338654,2.6,2.9,2.4,88
1959,PRIVATE,43.615698552,-79.494911446,1.9,2.8,2.5,88
1959,PRIVATE,43.685428165,-79.409063969,2.5,2.7,2.5,88
1960,PRIVATE,43.638729619,-79.564232582,2.7,2.6,2.7,88
1960,PRIVATE,43.738253385,-79.343130199,2.8,2.6,2.6,88
1960,PRIVATE,43.636789032,-79.429849981,2.7,2.7,2.4,88
1960,PRIVATE,43.68993017,-79.344714658,2.6,2.7,2.4,88
1960,PRIVATE,43.7269110332,-79.3147057039,2.7,2.4,2.8,88
1960,PRIVATE,43.704024202,-79.341792375,2.7,2.6,2.4,88
1960,PRIVATE,43.6723782892,-79.4929488594,2.8,2.8,2.5,88
1960,PRIVATE,43.741814527,-79.2820236,2.9,2.6,2.7,88
1960,PRIVATE,43.7269029771,-79.3160560854,2.3,2.7,2.5,88
1960,PRIVATE,43.7066838334,-79.5040013996,2.4,2.9,2.4,88
1960,PRIVATE,43.731832976,-79.272992909,2.7,2.6,2.5,88
1960,PRIVATE,43.700383541,-79.406381587,2.6,2.5,2.6,88
1960,PRIVATE,43.743198679,-79.435091145,2.7,2.5,2.8,88
1960,PRIVATE,43.688002772,-79.420528429,2.6,2.7,2.7,88
1960,PRIVATE,43.74168494,-79.539660812,2.9,2.8,2.5,88
1960,PRIVATE,43.699041127,-79.480211325,1.9,2.8,2.6,88
1960,PRIVATE,43.753680142,-79.438438017,2.7,2.6,2.7,88
1961,PRIVATE,43.709038236,-79.395336521,2.7,2.9,2.4,88
1961,PRIVATE,43.741069981,-79.31303466,2.8,2.6,2.7,88
1962,TCHC,43.7598478794,-79.3194127987,2.7,2.7,2.5,88
1962,PRIVATE,43.664666093,-79.522248774,2.6,2.6,2.6,88
1962,PRIVATE,43.6982740751,-79.5624045901,2.8,2.9,2.3,88
1962,PRIVATE,43.7183839907,-79.5579415318,2.8,2.7,2.6,88
1963,PRIVATE,43.738969517,-79.243344993,2.6,2.7,2.6,88
1963,PRIVATE,43.66786785,-79.372782296,2.8,2.8,2.5,88
1963,PRIVATE,43.739359679,-79.2426271,2.4,2.5,2.7,88
1963,PRIVATE,43.589738824,-79.529723711,2.8,2.7,2.5,88
1963,PRIVATE,43.637712116,-79.428329779,2.5,2.6,2.7,88
1964,PRIVATE,43.7197813249,-79.5153042212,2,2.8,2.5,88
1964,PRIVATE,43.7209375824,-79.2430985709,2.5,2.5,2.8,88
1964,PRIVATE,43.702592381,-79.342924935,2.7,2.8,2.4,88
1964,PRIVATE,43.6898019641,-79.3535830039,2.7,2.7,2.4,88
1965,PRIVATE,43.614322279,-79.487294527,1.9,2.8,2.6,88
1965,PRIVATE,43.7621440095,-79.5199371956,2.8,2.6,2.6,88
1965,PRIVATE,43.675830415,-79.393625247,2.3,2.6,2.8,88
1965,PRIVATE,43.6955590992,-79.5621204322,2.9,2.6,2.7,88
1965,PRIVATE,43.731893112,-79.272217382,2.7,2.6,2.5,88
1966,PRIVATE,43.7543911907,-79.3162260546,2.4,2.8,2.4,88
1966,PRIVATE,43.683261189,-79.512454519,2.3,2.8,2.5,88
1966,PRIVATE,43.705284648,-79.341449141,2.8,2.7,2.6,88
1967,PRIVATE,43.673975859,-79.403304934,2.8,2.7,2.5,88
1967,PRIVATE,43.712544337,-79.460450127,1.9,2.8,2.6,88
1967,PRIVATE,43.7888101852,-79.3913448594,2.5,2.7,2.5,88
1968,PRIVATE,43.793973902,-79.419819532,2.9,2.7,2.5,88
1968,PRIVATE,43.669299729,-79.400091636,2.7,2.6,2.5,88
1968,PRIVATE,43.6373133386,-79.564053632,1.9,2.7,2.4,88
1969,TCHC,43.726760854,-79.263575088,2.6,2.7,2.5,88
1969,PRIVATE,43.668417741,-79.370443646,2.7,2.6,2.8,88
1969,PRIVATE,43.655948159,-79.465424787,2.9,2.6,2.7,88
1970,PRIVATE,43.7706671849,-79.2834762458,2.8,2.7,2.5,88
1970,PRIVATE,43.700191722,-79.51726408,2.9,2.8,2.4,88
1970,PRIVATE,43.5920527461,-79.530753761,1.9,2.9,2.3,88
1970,PRIVATE,43.7002035696,-79.2982003313,2.8,2.7,2.5,88
1970,TCHC,43.7142950675,-79.2692166242,2.8,2.7,2.5,88
1970,PRIVATE,43.64088681,-79.564713058,2.2,2.9,2.5,88
1970,PRIVATE,43.7692028899,-79.4622653177,2.7,2.7,2.5,88
1971,PRIVATE,43.693121262,-79.301596009,2.8,2.6,2.6,88
1971,PRIVATE,43.695136718,-79.290535808,2.5,2.7,2.5,88
1971,TCHC,43.6991400934,-79.5152292852,2.7,2.7,2.6,88
1971,PRIVATE,43.695055074,-79.291784761,2.8,2.7,2.4,88
1971,PRIVATE,43.64846976,-79.525809494,2.6,2.8,2.5,88
1972,TCHC,43.79163957,-79.446195585,2.5,2.7,2.6,88
1972,TCHC,43.73164966,-79.277903946,2.5,2.8,2.5,88
1973,PRIVATE,43.761108533,-79.503752985,2.6,2.7,2.6,88
1973,PRIVATE,43.659649469,-79.373395124,2.7,2.7,2.5,88
1974,PRIVATE,43.638437155,-79.562017823,2.8,2.8,2.5,88
1974,PRIVATE,43.680228436,-79.298774503,2.9,2.6,2.6,88
1974,PRIVATE,43.711728751,-79.27084373,2.5,2.4,2.8,88
1974,TCHC,43.729506937,-79.440182427,2.9,2.8,2.4,88
1975,PRIVATE,43.8038619612,-79.1641599515,2.9,2.7,2.5,88
1976,PRIVATE,43.767874597,-79.268901936,2.8,2.6,2.7,88
1977,PRIVATE,43.678280098,-79.31012923,2.7,2.8,2.4,88
1978,PRIVATE,43.7560633856,-79.5872449019,2.6,2.7,2.6,88
1979,TCHC,43.6784468398,-79.4962404033,2.8,2.8,2.4,88
1979,PRIVATE,43.6712768014,-79.3809034624,3,2.6,2.6,88
1981,PRIVATE,43.6676849352,-79.3890195894,2.4,2.9,2.3,88
1982,PRIVATE,43.6992222546,-79.2778348112,2.8,2.7,2.6,88
1984,TCHC,43.743739691,-79.567272697,2.5,2.7,2.6,88
1988,SOCIAL HOUSING,43.663437479,-79.373585563,3,2.8,2.5,88
1990,TCHC,43.727328178,-79.402054418,2.6,2.6,2.7,88
1992,SOCIAL HOUSING,43.799771853,-79.150262267,2.5,2.7,2.6,88
1993,TCHC,43.652192629,-79.396788053,2.4,2.8,2.6,88
1993,SOCIAL HOUSING,43.706341783,-79.396911955,2.7,2.7,2.4,88
1994,SOCIAL HOUSING,43.679168172,-79.297693338,2.7,2.6,2.6,88
1994,TCHC,43.658290395,-79.450207767,2.6,2.6,2.7,88
1996,SOCIAL HOUSING,43.660465246,-79.337007314,2.6,2.6,2.6,88
1838,PRIVATE,43.6591658607,-79.3715926671,2.6,2.5,2.9,89
1885,PRIVATE,43.649450698,-79.435105646,2.9,2.6,2.7,89
1885,PRIVATE,43.659551551,-79.372639262,2.9,2.7,2.7,89
1910,PRIVATE,43.650213468,-79.48438852,2.8,2.8,2.5,89
1912,PRIVATE,43.648423856,-79.424019412,2.7,2.8,2.7,89
1920,PRIVATE,43.705449145,-79.40329655,2.8,2.4,3,89
1920,PRIVATE,43.653029024,-79.451300765,2.5,2.5,2.9,89
1920,PRIVATE,43.638753591,-79.435622465,2.3,2.7,2.7,89
1920,PRIVATE,43.6842405143,-79.4116176413,1.8,2.8,2.5,89
1920,PRIVATE,43.659043133,-79.373055668,2.9,2.7,2.6,89
1925,PRIVATE,43.672159624,-79.288297385,2.1,2.6,2.7,89
1926,PRIVATE,43.665534142,-79.380527505,2.8,2.6,2.6,89
1926,PRIVATE,43.6859949954,-79.4198611438,2.9,2.8,2.5,89
1927,PRIVATE,43.6703285166,-79.302100905,2.3,2.8,2.5,89
1927,PRIVATE,43.6663961492,-79.3863015962,2.5,2.8,2.5,89
1928,PRIVATE,43.669096797,-79.291125075,2.7,2.6,2.6,89
1928,PRIVATE,43.664826368,-79.381189137,2.5,2.6,2.7,89
1928,PRIVATE,43.665272853,-79.378302265,2.6,2.5,2.9,89
1928,PRIVATE,43.66528769,-79.378618457,2.4,2.6,2.6,89
1928,PRIVATE,43.72055353,-79.400838687,2.8,2.5,2.9,89
1929,PRIVATE,43.652849679,-79.469860803,2.5,2.8,2.6,89
1929,SOCIAL HOUSING,43.6862643144,-79.4217422251,2.9,2.7,2.6,89
1930,PRIVATE,43.679065097,-79.391918658,2.8,2.6,2.8,89
1930,PRIVATE,43.655253044,-79.455904958,2.6,2.8,2.4,89
1930,PRIVATE,43.704458501,-79.406220747,2.8,2.6,2.7,89
1930,PRIVATE,43.719945154,-79.400723312,2.9,2.8,2.5,89
1930,PRIVATE,43.679556649,-79.434507969,2.7,2.7,2.5,89
1930,PRIVATE,43.653120199,-79.451329542,2.4,2.7,2.6,89
1930,PRIVATE,43.687380058,-79.422339547,2.8,2.7,2.8,89
1931,PRIVATE,43.6617262315,-79.3719593369,2.7,2.6,2.6,89
1931,PRIVATE,43.666828881,-79.377465578,3,2.6,2.7,89
1934,PRIVATE,43.665538769,-79.373505327,2.7,2.6,2.6,89
1938,PRIVATE,43.686006092,-79.417750526,2.9,2.8,2.6,89
1938,PRIVATE,43.647538365,-79.490427081,2.8,2.5,2.8,89
1940,PRIVATE,43.68817271,-79.269435846,2.6,2.7,2.7,89
1940,PRIVATE,43.642552067,-79.448199755,2.9,2.7,2.5,89
1940,SOCIAL HOUSING,43.6831736405,-79.3030579348,2.7,2.5,2.8,89
1944,PRIVATE,43.647685867,-79.490964697,2.6,2.6,2.7,89
1950,PRIVATE,43.678223,-79.300058207,2.9,2.7,2.8,89
1950,PRIVATE,43.676604561,-79.369716634,2.6,2.8,2.6,89
1950,SOCIAL HOUSING,43.6481742891,-79.4902420295,2.9,2.7,2.7,89
1950,PRIVATE,43.730431165,-79.459609938,2.9,2.6,2.7,89
1950,PRIVATE,43.7389485514,-79.3418652477,2.7,2.5,2.7,89
1950,PRIVATE,43.7196647917,-79.5577092738,2.8,2.6,2.8,89
1950,PRIVATE,43.7106272814,-79.4788634923,3,2.7,2.7,89
1950,PRIVATE,43.6117781476,-79.4895548881,2.8,2.5,2.9,89
1950,SOCIAL HOUSING,43.678922769,-79.313487777,3,2.5,2.9,89
1950,PRIVATE,43.7335956661,-79.3405231156,2.9,2.6,2.7,89
1950,PRIVATE,43.701892029,-79.420288428,2.8,2.9,2.3,89
1951,PRIVATE,43.742547309,-79.436707035,2.8,2.7,2.8,89
1951,PRIVATE,43.7030609955,-79.4261250612,2.9,2.8,2.5,89
1951,PRIVATE,43.711273701,-79.308018148,2.9,2.7,2.6,89
1952,PRIVATE,43.71041771,-79.290015827,2.6,2.6,2.7,89
1952,PRIVATE,43.6369236012,-79.4910603874,2.8,2.6,2.7,89
1952,PRIVATE,43.664159472,-79.523122885,2.7,2.6,2.6,89
1952,PRIVATE,43.646685099,-79.4485785795,2.8,2.7,2.6,89
1952,PRIVATE,43.6090432374,-79.4898363283,2.7,2.8,2.5,89
1953,PRIVATE,43.711717823,-79.307668547,2.8,2.5,2.7,89
1953,PRIVATE,43.705020859,-79.426963699,3,2.7,2.6,89
1953,PRIVATE,43.711717823,-79.307668547,1.9,2.8,2.4,89
1953,PRIVATE,43.7415952202,-79.2240381371,2.8,2.6,2.6,89
1954,PRIVATE,43.7371458262,-79.2565312101,2.4,2.8,2.6,89
1954,PRIVATE,43.732195062,-79.3052538634,2.7,2.8,2.5,89
1954,PRIVATE,43.692871796,-79.442039998,2.2,2.8,2.4,89
1954,PRIVATE,43.709734771,-79.506642975,2.8,2.6,2.7,89
1955,PRIVATE,43.688402926,-79.401606294,2.5,2.6,2.7,89
1955,PRIVATE,43.74306381,-79.436876805,3,2.7,2.7,89
1955,PRIVATE,43.742146663,-79.436564702,2.9,2.6,2.8,89
1955,PRIVATE,43.664885115,-79.522589906,2.8,2.7,2.6,89
1955,PRIVATE,43.713321829,-79.396390433,2.4,2.5,2.9,89
1955,PRIVATE,43.739044142,-79.424324774,2.9,2.7,2.6,89
1956,PRIVATE,43.726834232,-79.3021111159,2.8,2.6,2.7,89
1956,PRIVATE,43.7085088591,-79.2998972117,1.9,2.9,2.4,89
1956,PRIVATE,43.6934951479,-79.4820055643,2.7,2.5,2.8,89
1956,PRIVATE,43.7009672272,-79.4495637221,2.8,2.7,2.7,89
1956,PRIVATE,43.689964772,-79.3476769455,2.6,2.7,2.7,89
1956,PRIVATE,43.7014503061,-79.3870380708,3,2.6,2.8,89
1956,PRIVATE,43.7077721579,-79.3852319597,2.5,2.6,2.6,89
1957,PRIVATE,43.674434569,-79.379291222,2.5,2.7,2.5,89
1958,PRIVATE,43.6896822346,-79.3460278101,2.8,2.6,2.8,89
1958,PRIVATE,43.687956879,-79.491393198,2.1,2.8,2.5,89
1958,PRIVATE,43.743952482,-79.436143982,2.9,2.6,2.7,89
1958,PRIVATE,43.7275858638,-79.3190299977,2.8,2.7,2.7,89
1958,PRIVATE,43.710848775,-79.470722099,3,2.4,2.9,89
1958,PRIVATE,43.6838042523,-79.4870901288,2.9,2.8,2.5,89
1958,PRIVATE,43.7102484483,-79.4788199831,3,2.8,2.5,89
1959,PRIVATE,43.690409504,-79.345192362,2.9,2.6,2.9,89
1959,PRIVATE,43.672819085,-79.395361896,2.6,2.6,2.8,89
1959,PRIVATE,43.6967810359,-79.4024723932,2.6,2.5,2.7,89
1959,PRIVATE,43.7386434088,-79.3427110169,2.7,2.5,2.7,89
1960,TCHC,43.6665389642,-79.3280634035,2.9,2.7,2.7,89
1960,PRIVATE,43.7309861519,-79.3047834793,2.1,2.9,2.2,89
1960,PRIVATE,43.636122132,-79.439605046,2.8,2.5,2.8,89
1960,PRIVATE,43.7825428369,-79.2897512753,2.8,2.8,2.6,89
1960,PRIVATE,43.723215609,-79.494201135,2.5,2.7,2.5,89
1960,PRIVATE,43.63511061,-79.435653216,2.6,2.6,2.7,89
1960,PRIVATE,43.663901127,-79.376612139,2.7,2.7,2.7,89
1960,PRIVATE,43.7007645631,-79.5028199855,2.8,2.5,2.9,89
1960,PRIVATE,43.692225302,-79.263016184,2.9,2.6,2.7,89
1960,PRIVATE,43.7275639338,-79.3019458646,2.9,2.7,2.7,89
1960,PRIVATE,43.782080581,-79.445912838,2.7,2.7,2.6,89
1960,PRIVATE,43.73995556,-79.270578917,3,2.7,2.5,89
1960,PRIVATE,43.704142239,-79.366275358,2.8,2.6,2.7,89
1960,PRIVATE,43.69560032,-79.447830013,2.5,2.8,2.7,89
1960,PRIVATE,43.709007221,-79.376131167,2.9,2.7,2.6,89
1960,PRIVATE,43.704354753,-79.3670652416,2.9,2.7,2.7,89
1960,PRIVATE,43.720861121,-79.55824156,2.7,2.7,2.7,89
1960,PRIVATE,43.669040993,-79.37729738,2.7,2.8,2.4,89
1960,PRIVATE,43.731666429,-79.273450163,2.7,2.7,2.5,89
1960,PRIVATE,43.6929377292,-79.454744586,2.7,2.5,2.8,89
1960,PRIVATE,43.723224405,-79.431702814,2.9,2.7,2.6,89
1961,PRIVATE,43.7431036198,-79.3070051699,2.3,2.9,2.3,89
1961,PRIVATE,43.741665557,-79.540607953,2.7,2.5,2.7,89
1961,PRIVATE,43.703584893,-79.527277939,2.8,2.8,2.6,89
1961,PRIVATE,43.7026300664,-79.4192210423,2.7,2.4,2.8,89
1961,PRIVATE,43.774699028,-79.440090341,2.1,2.6,2.7,89
1962,PRIVATE,43.737103926,-79.342018814,2.8,2.8,2.6,89
1962,PRIVATE,43.70432553,-79.528664794,2.5,2.8,2.5,89
1963,PRIVATE,43.590574731,-79.530310285,2.8,2.8,2.7,89
1964,PRIVATE,43.7039163389,-79.4253300731,2.9,2.6,2.7,89
1964,PRIVATE,43.7620219715,-79.2131151928,2.5,2.7,2.6,89
1964,PRIVATE,43.7572104007,-79.2230052748,2.5,2.7,2.6,89
